id,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,Continent
255,2021,Lower-Middle,Full-Time,Big Data Architect,125000,CAD,99703,CA,Hybrid,CA,Medium,North America
256,2021,Mid-Level,Full-Time,Data Engineer,200000,USD,200000,US,Full-Remote,US,Large,North America
257,2021,Lower-Middle,Full-Time,Principal Data Scientist,147000,EUR,173762,DE,Full-Remote,DE,Medium,Europe
258,2021,Lower-Middle,Full-Time,Machine Learning Engineer,185000,USD,185000,US,Hybrid,US,Large,North America
259,2021,Executive-Level,Full-Time,Director of Data Science,120000,EUR,141846,DE,In-Person,DE,Large,Europe
260,2021,Mid-Level,Full-Time,Data Scientist,130000,USD,130000,US,Hybrid,US,Large,North America
261,2021,Lower-Middle,Full-Time,Data Analyst,54000,EUR,63831,DE,Hybrid,DE,Large,Europe
262,2021,Mid-Level,Full-Time,Data Scientist,1250000,INR,16904,IN,Full-Remote,IN,Small,Asia
263,2021,Lower-Middle,Full-Time,Machine Learning Engineer,4900000,INR,66265,IN,In-Person,IN,Large,Asia
264,2021,Mid-Level,Full-Time,Data Scientist,21600,EUR,25532,RS,Full-Remote,DE,Small,Europe
265,2021,Lower-Middle,Full-Time,Lead Data Engineer,160000,USD,160000,PR,Hybrid,US,Small,North America
266,2021,Mid-Level,Full-Time,Data Engineer,93150,USD,93150,US,In-Person,US,Medium,North America
267,2021,Mid-Level,Full-Time,Data Engineer,111775,USD,111775,US,In-Person,US,Medium,North America
268,2021,Mid-Level,Full-Time,Data Engineer,250000,TRY,28016,TR,Full-Remote,TR,Medium,Asia
269,2021,Entry-Level,Full-Time,Data Engineer,55000,EUR,65013,DE,Hybrid,DE,Medium,Europe
270,2021,Entry-Level,Full-Time,Data Engineer,72500,USD,72500,US,Full-Remote,US,Large,North America
271,2021,Lower-Middle,Full-Time,Computer Vision Engineer,102000,BRL,18907,BR,In-Person,BR,Medium,South America
272,2021,Entry-Level,Full-Time,Data Science Consultant,65000,EUR,76833,DE,In-Person,DE,Large,Europe
273,2021,Entry-Level,Full-Time,Machine Learning Engineer,85000,USD,85000,NL,Full-Remote,DE,Small,Europe
274,2021,Lower-Middle,Full-Time,Data Scientist,65720,EUR,77684,FR,Hybrid,FR,Medium,Europe
275,2021,Entry-Level,Full-Time,Data Scientist,100000,USD,100000,US,Full-Remote,US,Medium,North America
276,2021,Entry-Level,Full-Time,Data Scientist,58000,USD,58000,US,Hybrid,US,Large,North America
277,2021,Lower-Middle,Full-Time,AI Scientist,55000,USD,55000,ES,Full-Remote,ES,Large,Europe
278,2021,Lower-Middle,Full-Time,Data Scientist,180000,TRY,20171,TR,Hybrid,TR,Large,Asia
279,2021,Entry-Level,Full-Time,Business Data Analyst,50000,EUR,59102,LU,Full-Remote,LU,Large,Europe
280,2021,Mid-Level,Full-Time,Data Engineer,112000,USD,112000,US,Full-Remote,US,Large,North America
281,2021,Entry-Level,Full-Time,Research Scientist,100000,USD,100000,JE,In-Person,CN,Large,Asia
282,2021,Mid-Level,Part-Time,Data Engineer,59000,EUR,69741,NL,Full-Remote,NL,Large,Europe
283,2021,Lower-Middle,Contract,Staff Data Scientist,105000,USD,105000,US,Full-Remote,US,Medium,North America
284,2021,Mid-Level,Full-Time,Research Scientist,69999,USD,69999,CZ,Hybrid,CZ,Large,Europe
285,2021,Lower-Middle,Full-Time,Data Science Manager,7000000,INR,94665,IN,Hybrid,IN,Large,Asia
286,2021,Lower-Middle,Full-Time,Head of Data,87000,EUR,102839,SI,Full-Remote,SI,Large,Europe
287,2021,Mid-Level,Full-Time,Data Scientist,109000,USD,109000,US,Hybrid,US,Large,North America
288,2021,Mid-Level,Full-Time,Machine Learning Engineer,43200,EUR,51064,IT,Hybrid,IT,Large,Europe
289,2022,Lower-Middle,Full-Time,Data Engineer,135000,USD,135000,US,Full-Remote,US,Medium,North America
290,2022,Lower-Middle,Full-Time,Data Analyst,155000,USD,155000,US,Full-Remote,US,Medium,North America
291,2022,Lower-Middle,Full-Time,Data Analyst,120600,USD,120600,US,Full-Remote,US,Medium,North America
292,2022,Mid-Level,Full-Time,Data Scientist,130000,USD,130000,US,In-Person,US,Medium,North America
293,2022,Mid-Level,Full-Time,Data Scientist,90000,USD,90000,US,In-Person,US,Medium,North America
294,2022,Mid-Level,Full-Time,Data Engineer,170000,USD,170000,US,Full-Remote,US,Medium,North America
295,2022,Mid-Level,Full-Time,Data Engineer,150000,USD,150000,US,Full-Remote,US,Medium,North America
296,2022,Lower-Middle,Full-Time,Data Analyst,102100,USD,102100,US,Full-Remote,US,Medium,North America
297,2022,Lower-Middle,Full-Time,Data Analyst,84900,USD,84900,US,Full-Remote,US,Medium,North America
298,2022,Lower-Middle,Full-Time,Data Scientist,136620,USD,136620,US,Full-Remote,US,Medium,North America
299,2022,Lower-Middle,Full-Time,Data Scientist,99360,USD,99360,US,Full-Remote,US,Medium,North America
300,2022,Lower-Middle,Full-Time,Data Scientist,90000,GBP,117789,GB,In-Person,GB,Medium,Europe
301,2022,Lower-Middle,Full-Time,Data Scientist,80000,GBP,104702,GB,In-Person,GB,Medium,Europe
302,2022,Lower-Middle,Full-Time,Data Scientist,146000,USD,146000,US,Full-Remote,US,Medium,North America
303,2022,Lower-Middle,Full-Time,Data Scientist,123000,USD,123000,US,Full-Remote,US,Medium,North America
304,2022,Entry-Level,Full-Time,Data Engineer,40000,GBP,52351,GB,Full-Remote,GB,Medium,Europe
305,2022,Lower-Middle,Full-Time,Data Analyst,99000,USD,99000,US,In-Person,US,Medium,North America
306,2022,Lower-Middle,Full-Time,Data Analyst,116000,USD,116000,US,In-Person,US,Medium,North America
307,2022,Mid-Level,Full-Time,Data Analyst,106260,USD,106260,US,In-Person,US,Medium,North America
308,2022,Mid-Level,Full-Time,Data Analyst,126500,USD,126500,US,In-Person,US,Medium,North America
309,2022,Executive-Level,Full-Time,Data Engineer,242000,USD,242000,US,Full-Remote,US,Medium,North America
310,2022,Executive-Level,Full-Time,Data Engineer,200000,USD,200000,US,Full-Remote,US,Medium,North America
311,2022,Mid-Level,Full-Time,Data Scientist,50000,GBP,65438,GB,In-Person,GB,Medium,Europe
312,2022,Mid-Level,Full-Time,Data Scientist,30000,GBP,39263,GB,In-Person,GB,Medium,Europe
313,2022,Mid-Level,Full-Time,Data Engineer,60000,GBP,78526,GB,In-Person,GB,Medium,Europe
314,2022,Mid-Level,Full-Time,Data Engineer,40000,GBP,52351,GB,In-Person,GB,Medium,Europe
315,2022,Lower-Middle,Full-Time,Data Scientist,165220,USD,165220,US,Full-Remote,US,Medium,North America
316,2022,Entry-Level,Full-Time,Data Engineer,35000,GBP,45807,GB,Full-Remote,GB,Medium,Europe
317,2022,Lower-Middle,Full-Time,Data Scientist,120160,USD,120160,US,Full-Remote,US,Medium,North America
318,2022,Lower-Middle,Full-Time,Data Analyst,90320,USD,90320,US,Full-Remote,US,Medium,North America
319,2022,Lower-Middle,Full-Time,Data Engineer,181940,USD,181940,US,In-Person,US,Medium,North America
320,2022,Lower-Middle,Full-Time,Data Engineer,132320,USD,132320,US,In-Person,US,Medium,North America
321,2022,Lower-Middle,Full-Time,Data Engineer,220110,USD,220110,US,In-Person,US,Medium,North America
322,2022,Lower-Middle,Full-Time,Data Engineer,160080,USD,160080,US,In-Person,US,Medium,North America
323,2022,Lower-Middle,Full-Time,Data Scientist,180000,USD,180000,US,In-Person,US,Large,North America
324,2022,Lower-Middle,Full-Time,Data Scientist,120000,USD,120000,US,In-Person,US,Large,North America
325,2022,Lower-Middle,Full-Time,Data Analyst,124190,USD,124190,US,Full-Remote,US,Medium,North America
326,2022,Executive-Level,Full-Time,Data Analyst,130000,USD,130000,US,Full-Remote,US,Medium,North America
327,2022,Executive-Level,Full-Time,Data Analyst,110000,USD,110000,US,Full-Remote,US,Medium,North America
328,2022,Lower-Middle,Full-Time,Data Analyst,170000,USD,170000,US,Full-Remote,US,Medium,North America
329,2022,Mid-Level,Full-Time,Data Analyst,115500,USD,115500,US,Full-Remote,US,Medium,North America
330,2022,Lower-Middle,Full-Time,Data Analyst,112900,USD,112900,US,Full-Remote,US,Medium,North America
331,2022,Lower-Middle,Full-Time,Data Analyst,90320,USD,90320,US,Full-Remote,US,Medium,North America
332,2022,Lower-Middle,Full-Time,Data Analyst,112900,USD,112900,US,Full-Remote,US,Medium,North America
333,2022,Lower-Middle,Full-Time,Data Analyst,90320,USD,90320,US,Full-Remote,US,Medium,North America
334,2022,Lower-Middle,Full-Time,Data Engineer,165400,USD,165400,US,Full-Remote,US,Medium,North America
335,2022,Lower-Middle,Full-Time,Data Engineer,132320,USD,132320,US,Full-Remote,US,Medium,North America
336,2022,Mid-Level,Full-Time,Data Analyst,167000,USD,167000,US,Full-Remote,US,Medium,North America
337,2022,Lower-Middle,Full-Time,Data Engineer,243900,USD,243900,US,Full-Remote,US,Medium,North America
338,2022,Lower-Middle,Full-Time,Data Analyst,136600,USD,136600,US,Full-Remote,US,Medium,North America
339,2022,Lower-Middle,Full-Time,Data Analyst,109280,USD,109280,US,Full-Remote,US,Medium,North America
340,2022,Lower-Middle,Full-Time,Data Engineer,128875,USD,128875,US,Full-Remote,US,Medium,North America
341,2022,Lower-Middle,Full-Time,Data Engineer,93700,USD,93700,US,Full-Remote,US,Medium,North America
342,2022,Executive-Level,Full-Time,Head of Data Science,224000,USD,224000,US,Full-Remote,US,Medium,North America
343,2022,Executive-Level,Full-Time,Head of Data Science,167875,USD,167875,US,Full-Remote,US,Medium,North America
344,2022,Executive-Level,Full-Time,Analytics Engineer,175000,USD,175000,US,Full-Remote,US,Medium,North America
345,2022,Lower-Middle,Full-Time,Data Engineer,156600,USD,156600,US,Full-Remote,US,Medium,North America
346,2022,Lower-Middle,Full-Time,Data Engineer,108800,USD,108800,US,In-Person,US,Medium,North America
347,2022,Lower-Middle,Full-Time,Data Scientist,95550,USD,95550,US,In-Person,US,Medium,North America
348,2022,Lower-Middle,Full-Time,Data Engineer,113000,USD,113000,US,In-Person,US,Large,North America
349,2022,Lower-Middle,Full-Time,Data Analyst,135000,USD,135000,US,Full-Remote,US,Medium,North America
350,2022,Lower-Middle,Full-Time,Data Science Manager,161342,USD,161342,US,Full-Remote,US,Medium,North America
351,2022,Lower-Middle,Full-Time,Data Science Manager,137141,USD,137141,US,Full-Remote,US,Medium,North America
352,2022,Lower-Middle,Full-Time,Data Scientist,167000,USD,167000,US,Full-Remote,US,Medium,North America
353,2022,Lower-Middle,Full-Time,Data Scientist,123000,USD,123000,US,Full-Remote,US,Medium,North America
354,2022,Lower-Middle,Full-Time,Data Engineer,60000,GBP,78526,GB,In-Person,GB,Medium,Europe
355,2022,Lower-Middle,Full-Time,Data Engineer,50000,GBP,65438,GB,In-Person,GB,Medium,Europe
356,2022,Lower-Middle,Full-Time,Data Scientist,150000,USD,150000,US,In-Person,US,Medium,North America
357,2022,Lower-Middle,Full-Time,Data Scientist,211500,USD,211500,US,Full-Remote,US,Medium,North America
358,2022,Lower-Middle,Full-Time,Data Architect,192400,USD,192400,CA,Full-Remote,CA,Medium,North America
359,2022,Lower-Middle,Full-Time,Data Architect,90700,USD,90700,CA,Full-Remote,CA,Medium,North America
360,2022,Lower-Middle,Full-Time,Data Analyst,130000,USD,130000,CA,Full-Remote,CA,Medium,North America
361,2022,Lower-Middle,Full-Time,Data Analyst,61300,USD,61300,CA,Full-Remote,CA,Medium,North America
362,2022,Lower-Middle,Full-Time,Data Analyst,130000,USD,130000,CA,Full-Remote,CA,Medium,North America
363,2022,Lower-Middle,Full-Time,Data Analyst,61300,USD,61300,CA,Full-Remote,CA,Medium,North America
364,2022,Lower-Middle,Full-Time,Data Engineer,160000,USD,160000,US,In-Person,US,Large,North America
365,2022,Lower-Middle,Full-Time,Data Scientist,138600,USD,138600,US,Full-Remote,US,Medium,North America
366,2022,Lower-Middle,Full-Time,Data Engineer,136000,USD,136000,US,In-Person,US,Medium,North America
367,2022,Mid-Level,Full-Time,Data Analyst,58000,USD,58000,US,In-Person,US,Small,North America
368,2022,Executive-Level,Full-Time,Analytics Engineer,135000,USD,135000,US,Full-Remote,US,Medium,North America
369,2022,Lower-Middle,Full-Time,Data Scientist,170000,USD,170000,US,Full-Remote,US,Medium,North America
370,2022,Lower-Middle,Full-Time,Data Scientist,123000,USD,123000,US,Full-Remote,US,Medium,North America
371,2022,Lower-Middle,Full-Time,Machine Learning Engineer,189650,USD,189650,US,In-Person,US,Medium,North America
372,2022,Lower-Middle,Full-Time,Machine Learning Engineer,164996,USD,164996,US,In-Person,US,Medium,North America
373,2022,Mid-Level,Full-Time,ETL Developer,50000,EUR,54957,GR,In-Person,GR,Medium,Europe
374,2022,Mid-Level,Full-Time,ETL Developer,50000,EUR,54957,GR,In-Person,GR,Medium,Europe
375,2022,Executive-Level,Full-Time,Lead Data Engineer,150000,CAD,118187,CA,Full-Remote,CA,Small,North America
376,2022,Lower-Middle,Full-Time,Data Analyst,132000,USD,132000,US,In-Person,US,Medium,North America
377,2022,Lower-Middle,Full-Time,Data Engineer,165400,USD,165400,US,Full-Remote,US,Medium,North America
378,2022,Lower-Middle,Full-Time,Data Architect,208775,USD,208775,US,Full-Remote,US,Medium,North America
379,2022,Lower-Middle,Full-Time,Data Architect,147800,USD,147800,US,Full-Remote,US,Medium,North America
380,2022,Lower-Middle,Full-Time,Data Engineer,136994,USD,136994,US,Full-Remote,US,Medium,North America
381,2022,Lower-Middle,Full-Time,Data Engineer,101570,USD,101570,US,Full-Remote,US,Medium,North America
382,2022,Lower-Middle,Full-Time,Data Analyst,128875,USD,128875,US,Full-Remote,US,Medium,North America
383,2022,Lower-Middle,Full-Time,Data Analyst,93700,USD,93700,US,Full-Remote,US,Medium,North America
384,2022,Executive-Level,Full-Time,Head of Machine Learning,6000000,INR,79039,IN,Hybrid,IN,Large,Asia
385,2022,Lower-Middle,Full-Time,Data Engineer,132320,USD,132320,US,Full-Remote,US,Medium,North America
386,2022,Entry-Level,Full-Time,Machine Learning Engineer,28500,GBP,37300,GB,Full-Remote,GB,Large,Europe
387,2022,Lower-Middle,Full-Time,Data Analyst,164000,USD,164000,US,In-Person,US,Medium,North America
388,2022,Lower-Middle,Full-Time,Data Engineer,155000,USD,155000,US,Full-Remote,US,Medium,North America
389,2022,Mid-Level,Full-Time,Machine Learning Engineer,95000,GBP,124333,GB,In-Person,GB,Medium,Europe
390,2022,Mid-Level,Full-Time,Machine Learning Engineer,75000,GBP,98158,GB,In-Person,GB,Medium,Europe
391,2022,Mid-Level,Full-Time,AI Scientist,120000,USD,120000,US,In-Person,US,Medium,North America
392,2022,Lower-Middle,Full-Time,Data Analyst,112900,USD,112900,US,Full-Remote,US,Medium,North America
393,2022,Lower-Middle,Full-Time,Data Analyst,90320,USD,90320,US,Full-Remote,US,Medium,North America
394,2022,Lower-Middle,Full-Time,Data Analytics Manager,145000,USD,145000,US,Full-Remote,US,Medium,North America
395,2022,Lower-Middle,Full-Time,Data Analytics Manager,105400,USD,105400,US,Full-Remote,US,Medium,North America
396,2022,Mid-Level,Full-Time,Machine Learning Engineer,80000,EUR,87932,FR,Full-Remote,DE,Medium,Europe
397,2022,Mid-Level,Full-Time,Data Engineer,90000,GBP,117789,GB,In-Person,GB,Medium,Europe
398,2022,Lower-Middle,Full-Time,Data Scientist,215300,USD,215300,US,Full-Remote,US,Large,North America
399,2022,Lower-Middle,Full-Time,Data Scientist,158200,USD,158200,US,Full-Remote,US,Large,North America
400,2022,Lower-Middle,Full-Time,Data Engineer,209100,USD,209100,US,Full-Remote,US,Large,North America
401,2022,Lower-Middle,Full-Time,Data Engineer,154600,USD,154600,US,Full-Remote,US,Large,North America
402,2022,Lower-Middle,Full-Time,Data Analyst,115934,USD,115934,US,In-Person,US,Medium,North America
403,2022,Lower-Middle,Full-Time,Data Analyst,81666,USD,81666,US,In-Person,US,Medium,North America
404,2022,Lower-Middle,Full-Time,Data Engineer,175000,USD,175000,US,Full-Remote,US,Medium,North America
405,2022,Mid-Level,Full-Time,Data Engineer,75000,GBP,98158,GB,In-Person,GB,Medium,Europe
406,2022,Mid-Level,Full-Time,Data Analyst,58000,USD,58000,US,In-Person,US,Small,North America
407,2022,Lower-Middle,Full-Time,Data Engineer,183600,USD,183600,US,Full-Remote,US,Large,North America
408,2022,Mid-Level,Full-Time,Data Analyst,40000,GBP,52351,GB,Full-Remote,GB,Medium,Europe
409,2022,Lower-Middle,Full-Time,Data Scientist,180000,USD,180000,US,Full-Remote,US,Medium,North America
410,2022,Mid-Level,Full-Time,Data Scientist,55000,GBP,71982,GB,In-Person,GB,Medium,Europe
411,2022,Mid-Level,Full-Time,Data Scientist,35000,GBP,45807,GB,In-Person,GB,Medium,Europe
412,2022,Mid-Level,Full-Time,Data Engineer,60000,EUR,65949,GR,Full-Remote,GR,Medium,Europe
413,2022,Mid-Level,Full-Time,Data Engineer,45000,EUR,49461,GR,Full-Remote,GR,Medium,Europe
414,2022,Mid-Level,Full-Time,Data Engineer,60000,GBP,78526,GB,Full-Remote,GB,Medium,Europe
415,2022,Mid-Level,Full-Time,Data Engineer,45000,GBP,58894,GB,Full-Remote,GB,Medium,Europe
416,2022,Lower-Middle,Full-Time,Data Scientist,260000,USD,260000,US,Full-Remote,US,Medium,North America
417,2022,Lower-Middle,Full-Time,Data Science Engineer,60000,USD,60000,AR,Full-Remote,MX,Large,North America
418,2022,Mid-Level,Full-Time,Data Engineer,63900,USD,63900,US,In-Person,US,Medium,North America
419,2022,Mid-Level,Full-Time,Machine Learning Scientist,160000,USD,160000,US,Full-Remote,US,Large,North America
420,2022,Mid-Level,Full-Time,Machine Learning Scientist,112300,USD,112300,US,Full-Remote,US,Large,North America
421,2022,Mid-Level,Full-Time,Data Science Manager,241000,USD,241000,US,Full-Remote,US,Medium,North America
422,2022,Mid-Level,Full-Time,Data Science Manager,159000,USD,159000,US,Full-Remote,US,Medium,North America
423,2022,Lower-Middle,Full-Time,Data Scientist,180000,USD,180000,US,In-Person,US,Medium,North America
424,2022,Lower-Middle,Full-Time,Data Scientist,80000,USD,80000,US,In-Person,US,Medium,North America
425,2022,Mid-Level,Full-Time,Data Engineer,82900,USD,82900,US,In-Person,US,Medium,North America
426,2022,Lower-Middle,Full-Time,Data Engineer,100800,USD,100800,US,Full-Remote,US,Large,North America
427,2022,Mid-Level,Full-Time,Data Engineer,45000,EUR,49461,ES,Full-Remote,ES,Medium,Europe
428,2022,Lower-Middle,Full-Time,Data Scientist,140400,USD,140400,US,In-Person,US,Large,North America
429,2022,Mid-Level,Full-Time,Data Analyst,30000,GBP,39263,GB,Full-Remote,GB,Medium,Europe
430,2022,Mid-Level,Full-Time,Data Analyst,40000,EUR,43966,ES,Full-Remote,ES,Medium,Europe
431,2022,Mid-Level,Full-Time,Data Analyst,30000,EUR,32974,ES,Full-Remote,ES,Medium,Europe
432,2022,Mid-Level,Full-Time,Data Engineer,80000,EUR,87932,ES,Full-Remote,ES,Medium,Europe
433,2022,Mid-Level,Full-Time,Data Engineer,70000,EUR,76940,ES,Full-Remote,ES,Medium,Europe
434,2022,Mid-Level,Full-Time,Data Engineer,80000,GBP,104702,GB,Full-Remote,GB,Medium,Europe
435,2022,Mid-Level,Full-Time,Data Engineer,70000,GBP,91614,GB,Full-Remote,GB,Medium,Europe
436,2022,Mid-Level,Full-Time,Data Engineer,60000,EUR,65949,ES,Full-Remote,ES,Medium,Europe
437,2022,Mid-Level,Full-Time,Data Engineer,80000,EUR,87932,GR,Full-Remote,GR,Medium,Europe
438,2022,Lower-Middle,Full-Time,Machine Learning Engineer,189650,USD,189650,US,In-Person,US,Medium,North America
439,2022,Lower-Middle,Full-Time,Machine Learning Engineer,164996,USD,164996,US,In-Person,US,Medium,North America
440,2022,Mid-Level,Full-Time,Data Analyst,40000,EUR,43966,GR,Full-Remote,GR,Medium,Europe
441,2022,Mid-Level,Full-Time,Data Analyst,30000,EUR,32974,GR,Full-Remote,GR,Medium,Europe
442,2022,Mid-Level,Full-Time,Data Engineer,75000,GBP,98158,GB,Full-Remote,GB,Medium,Europe
443,2022,Mid-Level,Full-Time,Data Engineer,60000,GBP,78526,GB,Full-Remote,GB,Medium,Europe
444,2022,Lower-Middle,Full-Time,Data Scientist,215300,USD,215300,US,In-Person,US,Large,North America
445,2022,Mid-Level,Full-Time,Data Engineer,70000,EUR,76940,GR,Full-Remote,GR,Medium,Europe
446,2022,Lower-Middle,Full-Time,Data Engineer,209100,USD,209100,US,Full-Remote,US,Large,North America
447,2022,Lower-Middle,Full-Time,Data Engineer,154600,USD,154600,US,Full-Remote,US,Large,North America
448,2022,Lower-Middle,Full-Time,Data Engineer,180000,USD,180000,US,Full-Remote,US,Medium,North America
449,2022,Entry-Level,Full-Time,ML Engineer,20000,EUR,21983,PT,Full-Remote,PT,Large,Europe
450,2022,Lower-Middle,Full-Time,Data Engineer,80000,USD,80000,US,Full-Remote,US,Medium,North America
451,2022,Mid-Level,Full-Time,Machine Learning Developer,100000,CAD,78791,CA,Full-Remote,CA,Medium,North America
452,2022,Executive-Level,Full-Time,Director of Data Science,250000,CAD,196979,CA,Hybrid,CA,Large,North America
453,2022,Mid-Level,Full-Time,Machine Learning Engineer,120000,USD,120000,US,Full-Remote,US,Small,North America
454,2022,Entry-Level,Full-Time,Computer Vision Engineer,125000,USD,125000,US,In-Person,US,Medium,North America
455,2022,Mid-Level,Full-Time,NLP Engineer,240000,CNY,37236,US,Hybrid,US,Large,North America
456,2022,Lower-Middle,Full-Time,Data Engineer,105000,USD,105000,US,Full-Remote,US,Medium,North America
457,2022,Lower-Middle,Full-Time,Lead Machine Learning Engineer,80000,EUR,87932,DE,In-Person,DE,Medium,Europe
458,2022,Mid-Level,Full-Time,Business Data Analyst,1400000,INR,18442,IN,Full-Remote,IN,Medium,Asia
459,2022,Mid-Level,Full-Time,Data Scientist,2400000,INR,31615,IN,Full-Remote,IN,Large,Asia
460,2022,Mid-Level,Full-Time,Machine Learning Infrastructure Engineer,53000,EUR,58255,PT,Hybrid,PT,Large,Europe
461,2022,Entry-Level,Full-Time,Financial Data Analyst,100000,USD,100000,US,Hybrid,US,Large,North America
462,2022,Mid-Level,Part-Time,Data Engineer,50000,EUR,54957,DE,Hybrid,DE,Large,Europe
463,2022,Entry-Level,Full-Time,Data Scientist,1400000,INR,18442,IN,Full-Remote,IN,Medium,Asia
464,2022,Lower-Middle,Full-Time,Principal Data Scientist,148000,EUR,162674,DE,Full-Remote,DE,Medium,Europe
465,2022,Entry-Level,Full-Time,Data Engineer,120000,USD,120000,US,Full-Remote,US,Medium,North America
466,2022,Lower-Middle,Full-Time,Research Scientist,144000,USD,144000,US,Hybrid,US,Large,North America
467,2022,Lower-Middle,Full-Time,Data Scientist,104890,USD,104890,US,Full-Remote,US,Medium,North America
468,2022,Lower-Middle,Full-Time,Data Engineer,100000,USD,100000,US,Full-Remote,US,Medium,North America
469,2022,Lower-Middle,Full-Time,Data Scientist,140000,USD,140000,US,Full-Remote,US,Medium,North America
470,2022,Mid-Level,Full-Time,Data Analyst,135000,USD,135000,US,Full-Remote,US,Medium,North America
471,2022,Mid-Level,Full-Time,Data Analyst,50000,USD,50000,US,Full-Remote,US,Medium,North America
472,2022,Lower-Middle,Full-Time,Data Scientist,220000,USD,220000,US,Full-Remote,US,Medium,North America
473,2022,Lower-Middle,Full-Time,Data Scientist,140000,USD,140000,US,Full-Remote,US,Medium,North America
474,2022,Mid-Level,Full-Time,Data Scientist,140000,GBP,183228,GB,In-Person,GB,Medium,Europe
475,2022,Mid-Level,Full-Time,Data Scientist,70000,GBP,91614,GB,In-Person,GB,Medium,Europe
476,2022,Lower-Middle,Full-Time,Data Scientist,185100,USD,185100,US,Full-Remote,US,Medium,North America
477,2022,Lower-Middle,Full-Time,Machine Learning Engineer,220000,USD,220000,US,Full-Remote,US,Medium,North America
478,2022,Mid-Level,Full-Time,Data Scientist,200000,USD,200000,US,Full-Remote,US,Medium,North America
479,2022,Mid-Level,Full-Time,Data Scientist,120000,USD,120000,US,Full-Remote,US,Medium,North America
480,2022,Lower-Middle,Full-Time,Machine Learning Engineer,120000,USD,120000,AE,Full-Remote,AE,Small,Asia
481,2022,Lower-Middle,Full-Time,Machine Learning Engineer,65000,USD,65000,AE,Full-Remote,AE,Small,Asia
482,2022,Executive-Level,Full-Time,Data Engineer,324000,USD,324000,US,Full-Remote,US,Medium,North America
483,2022,Executive-Level,Full-Time,Data Engineer,216000,USD,216000,US,Full-Remote,US,Medium,North America
484,2022,Lower-Middle,Full-Time,Data Engineer,210000,USD,210000,US,Full-Remote,US,Medium,North America
485,2022,Lower-Middle,Full-Time,Machine Learning Engineer,120000,USD,120000,US,Full-Remote,US,Medium,North America
486,2022,Lower-Middle,Full-Time,Data Scientist,230000,USD,230000,US,Full-Remote,US,Medium,North America
487,2022,Entry-Level,Part-Time,Data Scientist,100000,USD,100000,DZ,Hybrid,DZ,Medium,Africa
488,2022,Mid-Level,Freelance,Data Scientist,100000,USD,100000,CA,Full-Remote,US,Medium,North America
489,2022,Entry-Level,Contract,Applied Machine Learning Scientist,29000,EUR,31875,TN,Full-Remote,CZ,Medium,Europe
490,2022,Lower-Middle,Full-Time,Head of Data,200000,USD,200000,MY,Full-Remote,US,Medium,North America
491,2022,Mid-Level,Full-Time,Principal Data Analyst,75000,USD,75000,CA,Full-Remote,CA,Small,North America
492,2022,Mid-Level,Full-Time,Data Scientist,150000,PLN,35590,PL,Full-Remote,PL,Large,Europe
493,2022,Lower-Middle,Full-Time,Machine Learning Developer,100000,CAD,78791,CA,Full-Remote,CA,Medium,North America
494,2022,Lower-Middle,Full-Time,Data Scientist,100000,USD,100000,BR,Full-Remote,US,Medium,North America
495,2022,Mid-Level,Full-Time,Machine Learning Scientist,153000,USD,153000,US,Hybrid,US,Medium,North America
496,2022,Entry-Level,Full-Time,Data Engineer,52800,EUR,58035,PK,Full-Remote,DE,Medium,Europe
497,2022,Lower-Middle,Full-Time,Data Scientist,165000,USD,165000,US,Full-Remote,US,Medium,North America
498,2022,Lower-Middle,Full-Time,Research Scientist,85000,EUR,93427,FR,Hybrid,FR,Large,Europe
499,2022,Entry-Level,Full-Time,Data Scientist,66500,CAD,52396,CA,Full-Remote,CA,Large,North America
500,2022,Lower-Middle,Full-Time,Machine Learning Engineer,57000,EUR,62651,NL,Full-Remote,NL,Large,Europe
501,2022,Mid-Level,Full-Time,Head of Data,30000,EUR,32974,EE,Full-Remote,EE,Small,Europe
502,2022,Entry-Level,Full-Time,Data Scientist,40000,USD,40000,JP,Full-Remote,MY,Large,Asia
503,2022,Mid-Level,Full-Time,Machine Learning Engineer,121000,AUD,87425,AU,Full-Remote,AU,Large,Oceania
504,2022,Lower-Middle,Full-Time,Data Engineer,115000,USD,115000,US,Full-Remote,US,Medium,North America
505,2022,Entry-Level,Full-Time,Data Scientist,120000,AUD,86703,AU,Hybrid,AU,Medium,Oceania
506,2022,Mid-Level,Full-Time,Applied Machine Learning Scientist,75000,USD,75000,BO,Full-Remote,US,Large,North America
507,2022,Mid-Level,Full-Time,Research Scientist,59000,EUR,64849,AT,In-Person,AT,Large,Europe
508,2022,Entry-Level,Full-Time,Research Scientist,120000,USD,120000,US,Full-Remote,US,Large,North America
509,2022,Mid-Level,Full-Time,Applied Data Scientist,157000,USD,157000,US,Full-Remote,US,Large,North America
510,2022,Entry-Level,Full-Time,Computer Vision Software Engineer,150000,USD,150000,AU,Full-Remote,AU,Small,Oceania
511,2022,Mid-Level,Full-Time,Business Data Analyst,90000,CAD,70912,CA,Hybrid,CA,Large,North America
512,2022,Entry-Level,Full-Time,Data Engineer,65000,USD,65000,US,Full-Remote,US,Small,North America
